VTDID,PCTNAME,PCTCODE,MCDNAME,MCDCODE,MCDFIPS,COUNTYNAME,COUNTYCODE,COUNTYFIPS,CONGDIST,MNSENDIST,MNLEGDIST,CTYCOMDIST,JUDDIST,SWCDIST,WARD,TABSYSTEM,TABMODEL,REG7AM,EDR,SIGNATURES,AB,FEDONLYAB,TOTVOTING,USPRSGP,USPRSR,USPRSDFL,USPRSSEP,USPRSSWP,USPRSCFP,USPRSBL,USPRSCP,USPRSLIB,USPRSWI,USPRSTOTAL,USREPGP,USREPIP,USREPR,USREPDFL,USREPWI,USREPTOTAL,MNLEGGP,MNLEGIP,MNLEGR,MNLEGDFL,MNLEGWI,MNLEGTOTAL
271290140,OSCEOLA TWP.,140,OSCEOLA TWP,140,48868,RENVILLE,65,129,7,20,20B,01,08,00,,1,Model 150,112,13,98,7,0,105,0,59,42,0,0,0,1,0,0,0,102,0,0,38,64,0,102,0,0,55,46,0,101
271290145,PALMYRA TWP.,145,PALMYRA TWP,145,49606,RENVILLE,65,129,7,20,20B,03,08,00,,1,Model 150,139,9,117,7,0,124,0,69,52,0,0,0,1,0,0,1,123,0,0,45,75,0,120,0,0,76,47,0,123
271290150,PRESTON LAKE TWP.,150,PRESTON LAKE TWP,150,52486,RENVILLE,65,129,7,20,20B,01,08,00,,1,Model 150,162,25,136,8,0,144,0,99,38,0,0,1,4,0,0,0,142,0,0,65,75,0,140,0,0,90,50,0,140
271290155,RENVILLE,155,RENVILLE,155,53890,RENVILLE,65,129,7,20,20B,05,08,00,,1,Model 150,643,109,553,51,0,604,0,294,287,0,0,3,7,2,0,0,593,0,0,179,392,1,572,0,0,290,305,0,595
271290160,SACRED HEART,160,SACRED HEART,159,56572,RENVILLE,65,129,7,20,20B,05,08,00,,1,Model 150,299,37,243,7,0,250,0,103,137,0,1,0,3,0,1,0,245,0,0,59,181,0,240,0,0,95,152,1,248
271290165,SACRED HEART TOWNSHIP,165,SACRED HEART TWP,160,56590,RENVILLE,65,129,7,20,20B,05,08,00,,1,Model 150,167,14,142,12,0,154,0,67,86,1,0,0,0,0,0,0,154,0,0,38,112,0,150,0,0,72,82,0,154
271290170,TROY TWP.,170,TROY TWP,170,65632,RENVILLE,65,129,7,20,20B,04,08,00,,1,Model 150,165,15,147,6,0,153,0,79,71,0,0,1,2,0,0,0,153,0,0,37,114,0,151,0,0,83,70,0,153
271290175,WANG TWP.,175,WANG TWP,175,68026,RENVILLE,65,129,7,20,20B,05,08,00,,1,Model 150,160,39,155,13,0,168,0,86,79,0,0,0,2,0,0,0,167,0,0,45,119,0,164,0,0,57,111,0,168
271290180,WELLINGTON TWP.,180,WELLINGTON TWP,180,69088,RENVILLE,65,129,7,20,20B,02,08,00,,1,Model 150,132,23,120,5,0,125,0,83,41,0,0,0,0,0,0,0,124,0,0,55,65,0,120,0,0,80,43,0,123
271290185,WINFIELD TWP.,185,WINFIELD TWP,185,70852,RENVILLE,65,129,7,20,20B,03,08,00,,1,Model 150,143,18,129,3,1,133,0,73,58,0,0,0,0,0,0,0,131,0,0,50,80,0,130,0,0,77,53,0,130
271310005,BRIDGEWATER TWP.,5,BRIDGEWATER TWP,5,7714,RICE,66,131,2,25,25B,05,03,00,,2,Optech 3P,1289,170,1023,76,2,1261,0,623,612,0,0,0,14,2,0,2,1253,0,39,663,523,0,1225,0,0,723,507,1,1231
271310010,CANNON CITY TWP.,10,CANNON CITY TWP,10,9712,RICE,66,131,2,26,26B,01,03,00,,2,Optech 3P,770,126,680,34,0,714,1,422,279,1,0,0,5,0,2,0,710,0,19,421,243,1,684,0,25,403,276,0,704
271310012,DENNISON CITY,12,DENNISON CITY,15,15706,RICE,66,131,2,25,25B,01,03,00,,2,Optech 3P,11,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,1,3,0,4
271310015,DUNDAS,15,DUNDAS,20,17126,RICE,66,131,2,25,25B,02,03,00,,2,Optech 3P,480,158,495,13,0,508,0,249,250,0,1,1,5,1,1,0,508,0,17,245,225,1,488,0,0,244,235,3,482
271310020,ERIN TWP.,20,ERIN TWP,25,19682,RICE,66,131,2,25,25B,04,03,00,,2,Optech 3P,457,97,445,17,0,462,1,238,214,0,0,0,3,1,1,0,458,0,14,226,212,1,453,0,0,222,221,1,444
271310025,FARIBAULT P-1,25,FARIBAULT,30,20546,RICE,66,131,2,26,26B,01,03,00,,2,Optech 3P,2276,538,1964,231,0,2195,6,1008,1131,1,0,1,25,2,2,1,2177,0,78,1044,979,0,2101,0,89,952,1130,0,2171
271310030,FARIBAULT P-2,30,FARIBAULT,30,20546,RICE,66,131,2,26,26B,04,03,00,,2,Optech 3P,928,248,686,43,3,732,2,294,407,1,0,1,17,2,0,0,724,0,37,298,347,0,682,0,44,282,380,1,707
271310035,FARIBAULT P-3,35,FARIBAULT,30,20546,RICE,66,131,2,26,26B,04,03,00,,2,Optech 3P,2725,546,2141,185,0,2326,7,1085,1183,1,1,4,17,0,2,1,2301,0,89,1107,1024,1,2221,0,81,1039,1160,1,2281
271310040,FARIBAULT P-4,40,FARIBAULT,30,20546,RICE,66,131,2,26,26B,03,03,00,,2,Optech 3P,1329,278,1035,84,0,1119,2,491,597,0,0,0,11,0,1,1,1103,0,40,495,532,0,1067,0,30,462,599,0,1091
271310045,FARIBAULT P-5,45,FARIBAULT,30,20546,RICE,66,131,2,26,26B,03,03,00,,2,Optech 3P,1693,274,1396,129,0,1525,2,711,786,2,0,0,11,1,1,2,1516,0,36,729,689,2,1456,0,35,666,796,2,1499
271310050,FARIBAULT P-6,50,FARIBAULT,30,20546,RICE,66,131,2,26,26B,03,03,00,,2,Optech 3P,1508,283,1248,93,3,1345,0,606,710,0,0,1,13,1,3,2,1336,0,37,647,597,3,1284,0,43,580,695,2,1320
271310055,FOREST TWP.,55,FOREST TWP,35,21680,RICE,66,131,2,25,25B,05,03,00,,2,Optech 3P,736,145,677,47,0,724,2,405,306,0,0,2,3,2,0,0,720,0,26,405,272,0,703,0,0,390,308,1,699
271310060,LONSDALE CITY,60,LONSDALE CITY,40,38150,RICE,66,131,2,25,25B,05,03,00,,2,Optech 3P,1127,388,1225,28,3,1257,2,760,470,0,0,1,6,1,3,1,1244,0,38,730,430,1,1199,0,0,722,457,2,1181
271310065,MORRISTOWN,65,MORRISTOWN,44,44296,RICE,66,131,2,26,26B,03,03,00,,2,Optech 3P,553,116,514,14,0,528,1,288,231,1,0,0,2,1,0,0,524,0,19,257,225,1,502,0,21,266,231,0,518
271310070,MORRISTOWN TWP.,70,MORRISTOWN TWP,45,44314,RICE,66,131,2,26,26B,03,03,00,,2,Optech 3P,452,69,382,26,0,408,3,274,123,0,0,0,2,1,1,1,405,0,14,256,131,0,401,0,18,256,129,0,403
271310075,NERSTRAND,75,NERSTRAND,55,45196,RICE,66,131,2,25,25B,01,03,00,,2,Optech 3P,150,39,157,5,0,162,0,97,63,0,0,0,2,0,0,0,162,0,10,98,51,0,159,0,0,94,61,0,155
271310080,NORTHFIELD W-1 P-1,80,NORTHFIELD,60,46924,RICE,66,131,2,25,25B,02,03,00,1,2,Optech 3P,791,221,567,26,0,593,3,121,458,0,0,1,5,1,0,1,590,0,21,132,405,1,559,0,0,154,402,2,558
271310085,NORTHFIELD W-1 P-2,85,NORTHFIELD,60,46924,RICE,66,131,2,25,25B,02,03,00,1,2,Optech 3P,2264,316,1530,144,0,1674,3,381,1261,0,0,3,3,1,6,2,1660,0,19,403,1133,1,1556,0,0,516,1064,0,1580
271310090,NORTHFIELD W-2 P-1,90,NORTHFIELD,60,46924,RICE,66,131,2,25,25B,02,03,00,2,2,Optech 3P,1434,245,1171,78,0,1249,2,370,853,0,1,0,11,0,2,0,1239,0,39,395,764,0,1198,0,0,494,699,2,1195
271310095,NORTHFIELD W-2 P-2,95,NORTHFIELD,60,46924,RICE,66,131,2,25,25B,01,03,00,2,2,Optech 3P,1688,272,1475,149,0,1624,2,635,966,0,0,0,9,0,0,1,1613,0,31,687,867,0,1585,0,0,823,767,2,1592
271310105,NORTHFIELD W-3 P-1,105,NORTHFIELD,60,46924,RICE,66,131,2,25,25B,05,03,00,3,2,Optech 3P,2027,474,1171,14,0,1186,1,322,843,0,0,0,16,0,4,0,1186,0,16,316,701,1,1034,0,0,428,612,1,1041
271310110,NORTHFIELD W-3 P-2,110,NORTHFIELD,60,46924,RICE,66,131,2,25,25B,05,03,00,3,2,Optech 3P,1044,175,817,94,0,911,1,331,554,0,0,2,4,1,2,1,896,0,29,375,463,2,869,0,0,455,415,1,871
271310113,NORTHFIELD W-4 P-1,113,NORTHFIELD,60,46924,RICE,66,131,2,25,25B,02,03,00,4,2,Optech 3P,1347,252,1051,134,0,1185,2,280,864,0,0,0,18,0,5,1,1170,0,26,312,772,1,1111,0,0,417,701,1,1119
271310114,NORTHFIELD W-4 P-2,114,NORTHFIELD,60,46924,RICE,66,131,2,25,25B,02,03,00,4,2,Optech 3P,1339,371,1211,61,0,1272,0,554,700,0,0,1,7,1,3,1,1267,0,39,581,612,0,1232,0,0,620,614,1,1235
271310115,NORTHFIELD TWP.,115,NORTHFIELD TWP,65,46942,RICE,66,131,2,25,25B,01,03,00,,2,Optech 3P,555,64,475,32,0,507,0,248,246,0,0,0,5,1,0,0,500,0,13,251,225,0,489,0,0,291,205,0,496
271310120,RICHLAND TWP.,120,RICHLAND TWP,70,54250,RICE,66,131,2,26,26B,01,03,00,,2,Optech 3P,238,39,222,9,0,231,0,125,97,0,0,2,3,0,1,0,228,0,10,115,95,0,220,0,11,111,102,0,224
271310125,SHIELDSVILLE TWP.,125,SHIELDSVILLE TWP,75,59854,RICE,66,131,2,25,25B,04,03,00,,2,Optech 3P,767,117,680,40,0,720,0,374,319,0,0,1,7,1,2,0,704,0,21,362,302,0,685,0,0,313,363,0,676
271310130,WALCOTT TWP.,130,WALCOTT TWP,80,67666,RICE,66,131,2,26,26B,01,03,00,,2,Optech 3P,610,90,558,28,1,587,1,316,255,0,0,1,7,0,4,0,584,0,24,302,239,0,565,0,26,293,254,0,573
271310135,WARSAW TWP.,135,WARSAW TWP,85,68278,RICE,66,131,2,26,26B,03,03,00,,2,Optech 3P,842,127,768,56,0,824,2,468,346,0,0,0,2,0,1,1,820,0,22,473,305,0,800,0,33,453,331,0,817
271310140,WEBSTER TWP.,140,WEBSTER TWP,90,68962,RICE,66,131,2,25,25B,05,03,00,,2,Optech 3P,1166,150,1055,57,1,1113,2,647,437,0,0,2,9,1,0,2,1100,0,33,647,396,0,1076,0,0,654,408,1,1063
271310145,WELLS TWP.,145,WELLS TWP,95,69124,RICE,66,131,2,26,26B,04,03,00,,2,Optech 3P,1098,178,941,76,0,1017,1,551,445,0,0,2,7,0,3,0,1009,0,37,509,431,0,977,0,30,520,452,1,1003
271310150,WHEATLAND TWP.,150,WHEATLAND TWP,100,69826,RICE,66,131,2,25,25B,05,03,00,,2,Optech 3P,810,99,715,15,0,730,1,436,282,0,0,0,5,0,1,0,725,0,19,440,255,1,715,0,0,440,260,0,700
271310155,WHEELING TWP.,155,WHEELING TWP,105,69862,RICE,66,131,2,25,25B,01,03,00,,2,Optech 3P,318,54,299,12,0,311,0,171,133,0,0,0,1,3,1,0,309,0,13,162,126,1,302,0,0,161,141,1,303
271330005,BATTLE PLAIN TWP,5,BATTLE PLAIN TWP,5,3988,ROCK,67,133,1,22,22A,01,05,00,,1,Model 115,105,11,88,11,0,99,0,71,26,0,0,0,2,0,0,0,99,0,7,68,22,0,97,0,0,75,24,0,99
271330010,BEAVER CREEK,10,BEAVER CREEK,9,4492,ROCK,67,133,1,22,22A,02,05,00,,1,Model 115,169,28,166,6,0,172,0,87,70,0,0,1,3,1,2,1,165,0,18,81,69,0,168,0,0,86,81,1,168
271330015,BEAVER CREEK TWP,15,BEAVER CREEK TWP,10,4510,ROCK,67,133,1,22,22A,02,05,00,,1,Model 115,231,32,206,10,0,216,1,139,73,0,0,0,1,0,0,0,214,0,10,130,68,0,208,0,0,140,72,0,212
271330020,CLINTON TWP,20,CLINTON TWP,20,11998,ROCK,67,133,1,22,22A,03,05,00,,1,Model 115,151,22,144,5,0,149,0,111,37,0,0,0,0,0,0,0,148,0,9,104,27,0,140,0,0,109,32,0,141
271330025,DENVER TWP,25,DENVER TWP,25,15742,ROCK,67,133,1,22,22A,01,05,00,,1,Model 115,103,21,98,8,0,106,0,65,35,0,1,0,5,0,0,0,106,0,8,75,22,0,105,0,0,70,36,0,106
271330030,HARDWICK,30,HARDWICK,30,27116,ROCK,67,133,1,22,22A,01,05,00,,1,Model 115,112,16,103,10,0,113,0,57,50,0,0,1,1,0,1,0,110,0,9,55,41,0,105,0,0,53,53,0,106
271330035,HILLS,35,HILLS,35,29204,ROCK,67,133,1,22,22A,02,05,00,,1,Model 115,366,41,306,43,0,349,1,248,88,0,0,1,1,1,0,0,340,0,35,222,62,0,319,0,0,234,94,0,328
271330040,JASPER,40,JASPER,40,31760,ROCK,67,133,1,22,22A,01,05,00,,1,Model 115,33,4,25,1,0,26,0,11,15,0,0,0,0,0,0,0,26,0,3,13,10,0,26,0,0,11,15,0,26
271330045,KANARANZI TWP,45,KANARANZI TWP,45,32336,ROCK,67,133,1,22,22A,03,05,00,,1,Model 115,144,15,117,10,0,127,0,78,48,0,0,0,1,0,0,0,127,0,6,74,39,0,119,0,0,72,49,0,121
271330050,KENNETH,50,KENNETH,50,32750,ROCK,67,133,1,22,22A,01,05,00,,1,Model 115,39,6,40,1,0,41,0,23,17,0,0,0,1,0,0,0,41,0,5,20,14,0,39,0,0,28,12,0,40
271330055,LUVERNE W-1 NE,55,LUVERNE,55,38564,ROCK,67,133,1,22,22A,04,05,00,1,1,Model 115,1143,184,970,114,0,1084,2,596,458,1,2,7,6,1,0,1,1074,0,55,591,381,1,1028,0,0,591,457,2,1050
271330060,LUVERNE W-1 NW,60,LUVERNE,55,38564,ROCK,67,133,1,22,22A,03,05,00,1,1,Model 115,377,38,313,45,0,358,0,208,142,0,0,0,3,0,1,1,355,0,15,207,121,0,343,0,0,203,147,0,350
271330065,LUVERNE W-2 SE,65,LUVERNE,55,38564,ROCK,67,133,1,22,22A,05,05,00,2,1,Model 115,834,172,691,104,0,795,1,423,357,1,0,0,4,2,1,0,789,0,82,389,292,0,763,0,0,396,379,0,775
271330070,LUVERNE W-2 SW,70,LUVERNE,55,38564,ROCK,67,133,1,22,22A,03,05,00,2,1,Model 115,339,69,249,55,0,304,2,171,121,0,0,3,0,1,1,0,299,0,19,180,84,1,284,0,0,185,108,0,293
271330075,LUVERNE TWP P1,75,LUVERNE TWP,60,38582,ROCK,67,133,1,22,22A,03,05,00,,1,Model 115,188,19,162,14,0,176,0,120,53,0,0,0,1,0,1,0,175,0,10,124,34,0,168,0,0,126,47,0,173
271330077,LUVERNE TWP P2,77,LUVERNE TWP,60,38582,ROCK,67,133,1,22,22A,05,05,00,,1,Model 115,115,8,99,11,0,110,0,66,42,0,0,0,1,0,0,0,109,0,6,64,39,0,109,0,0,74,34,0,108
271330080,MAGNOLIA CITY,80,MAGNOLIA CITY,64,39338,ROCK,67,133,1,22,22A,01,05,00,,1,Model 115,92,19,92,7,0,99,0,47,47,0,0,0,2,0,1,0,97,0,10,45,34,0,89,0,0,54,39,0,93
271330085,MAGNOLIA TWP,85,MAGNOLIA TWP,65,39356,ROCK,67,133,1,22,22A,01,05,00,,1,Model 115,136,15,114,8,0,122,0,73,44,0,0,0,1,1,1,0,120,0,9,73,35,0,117,0,0,77,40,0,117
271330090,MARTIN TWP,90,MARTIN TWP,75,40796,ROCK,67,133,1,22,22A,02,05,00,,1,Model 115,230,26,218,11,0,229,0,175,52,0,0,0,1,0,0,0,228,0,11,166,42,0,219,0,0,168,56,0,224
271330095,MOUND TWP,95,MOUND TWP,80,44494,ROCK,67,133,1,22,22A,01,05,00,,1,Model 115,148,11,129,6,0,135,0,76,58,0,0,0,0,0,0,0,134,0,3,73,57,0,133,0,0,75,58,0,133
271330100,ROSE DELL TWP,100,ROSE DELL TWP,85,55654,ROCK,67,133,1,22,22A,01,05,00,,1,Model 115,113,14,110,3,0,113,0,65,48,0,0,0,0,0,0,0,113,0,2,66,37,0,105,0,0,66,44,0,110
271330105,SPRINGWATER TWP,105,SPRINGWATER TWP,90,62140,ROCK,67,133,1,22,22A,02,05,00,,1,Model 115,143,18,130,7,0,137,0,79,54,1,0,0,1,0,0,0,135,0,7,74,53,0,134,0,0,73,61,0,134
271330110,STEEN,110,STEEN,92,62662,ROCK,67,133,1,22,22A,03,05,00,,1,Model 115,102,15,81,4,0,85,0,63,21,0,0,0,0,0,0,0,84,0,5,59,15,0,79,0,0,62,18,0,80
271330115,VIENNA TWP,115,VIENNA TWP,95,67072,ROCK,67,133,1,22,22A,01,05,00,,1,Model 115,105,18,96,7,0,103,0,59,44,0,0,0,0,0,0,0,103,0,12,58,32,0,102,0,0,62,41,0,103
271350005,BADGER,5,BADGER,5,3160,ROSEAU,68,135,7,01,01A,05,09,00,,3,Not Appli,213,57,207,12,1,220,1,135,77,0,1,0,1,0,0,1,216,0,0,69,143,0,212,0,0,163,51,0,214
271350010,BARNETT TOWNSHIP,10,BARNETT TWP,10,3610,ROSEAU,68,135,7,01,01A,05,09,00,,3,Not Appli,82,8,73,2,0,75,0,51,21,0,0,0,3,0,0,0,75,0,0,16,58,0,74,0,0,52,22,0,74
271350015,BARTO TOWNSHIP,15,BARTO TWP,15,3808,ROSEAU,68,135,7,01,01A,05,09,00,,3,Not Appli,92,11,79,6,0,85,0,57,27,0,0,0,0,0,0,1,85,0,0,18,67,0,85,0,0,66,19,0,85
271350020,BEAVER TOWNSHIP,20,BEAVER TWP,20,4420,ROSEAU,68,135,7,01,01A,04,09,00,,3,Not Appli,57,0,45,2,0,47,0,28,18,0,0,0,1,0,0,0,47,0,0,13,34,0,47,0,0,34,13,0,47
271350025,CEDARBEND TOWNSHIP,25,CEDARBEND TWP,30,10414,ROSEAU,68,135,7,01,01A,04,09,00,,3,Not Appli,103,14,85,7,0,92,0,63,26,0,0,0,0,1,0,0,90,0,0,41,51,0,92,0,0,59,33,0,92
271350028,CLEAR RIVER/OAKS UNORG,28,CLEAR RIVER/OAKS UNORG,33,11791,ROSEAU,68,135,7,01,01A,04,09,00,,3,Not Appli,72,16,65,4,0,69,0,52,17,0,0,0,0,0,0,0,69,0,0,24,45,0,69,0,0,50,18,0,68
271350030,DEER TOWNSHIP,30,DEER TWP,35,15166,ROSEAU,68,135,7,01,01A,05,09,00,,3,Not Appli,64,8,62,2,0,64,0,47,16,0,0,0,0,0,0,0,63,0,0,18,43,0,61,0,0,47,16,0,63
271350035,DEWEY TOWNSHIP,35,DEWEY TWP,40,15868,ROSEAU,68,135,7,01,01A,05,09,00,,3,Not Appli,73,4,64,1,0,65,0,37,25,0,1,0,1,0,0,0,64,0,0,12,53,0,65,0,0,51,14,0,65
271350040,DIETER TOWNSHIP,40,DIETER TWP,45,15958,ROSEAU,68,135,7,01,01A,03,09,00,,3,Not Appli,96,14,80,14,0,94,0,60,33,0,0,0,1,0,0,0,94,0,0,27,65,0,92,0,0,70,23,0,93
271350045,ENSTROM TOWNSHIP,45,ENSTROM TWP,50,19466,ROSEAU,68,135,7,01,01A,03,09,00,,3,Not Appli,212,60,214,8,0,222,0,141,78,0,0,0,0,0,2,0,221,0,0,62,155,0,217,0,0,146,71,0,217
271350050,FALUN TOWNSHIP,50,FALUN TWP,55,20492,ROSEAU,68,135,7,01,01A,04,09,00,,3,Not Appli,151,22,135,14,1,150,0,83,55,0,0,0,5,0,0,0,143,0,0,44,103,0,147,0,0,89,57,0,146
271350055,GOLDEN VALLEY TOWNSHIP,55,GOLDEN VALLEY TWP,60,24326,ROSEAU,68,135,7,01,01A,04,09,00,,3,Not Appli,73,7,63,7,0,70,1,40,27,0,0,0,0,0,0,0,68,0,0,24,46,0,70,0,0,47,22,0,69
271350060,GREENBUSH,60,GREENBUSH,65,25604,ROSEAU,68,135,7,01,01A,05,09,00,,3,Not Appli,459,83,371,44,0,415,2,252,148,0,0,0,8,0,1,0,411,0,0,106,302,0,408,0,0,313,97,0,410
271350065,GRIMSTAD TOWNSHIP,65,GRIMSTAD TWP,70,26036,ROSEAU,68,135,7,01,01A,03,09,00,,3,Not Appli,109,16,94,3,0,97,0,61,36,0,0,0,0,0,0,0,97,0,0,33,64,0,97,0,0,82,15,0,97
271350070,HEREIM TOWNSHIP,70,HEREIM TWP,75,28628,ROSEAU,68,135,7,01,01A,05,09,00,,3,Not Appli,153,25,135,8,0,143,0,86,54,0,0,0,1,2,0,0,143,0,0,51,91,0,142,0,0,110,33,0,143
271350075,HUSS TOWNSHIP,75,HUSS TWP,80,30626,ROSEAU,68,135,7,01,01A,05,09,00,,3,Not Appli,90,7,81,1,0,82,0,58,22,0,0,0,1,0,0,0,81,0,0,30,50,0,80,0,0,62,20,0,82
271350080,JADIS TOWNSHIP,80,JADIS TWP,85,31634,ROSEAU,68,135,7,01,01A,02,09,00,,3,Not Appli,312,51,282,24,0,306,0,218,84,0,0,0,3,0,1,0,306,0,0,102,199,0,301,0,0,245,59,0,304
271350083,JADIS UNORGANIZED,83,JADIS UNORG,86,31661,ROSEAU,68,135,7,01,01A,03,09,00,,3,Not Appli,14,2,9,0,0,9,0,3,5,0,0,0,0,0,0,0,8,0,0,2,7,0,9,0,0,3,6,0,9
271350085,LAKE TOWNSHIP,85,LAKE TWP,88,34010,ROSEAU,68,135,7,01,01A,01,09,00,,2,Model 100,858,221,790,55,5,850,3,598,238,0,0,2,4,2,0,0,847,0,0,328,484,1,813,0,0,632,199,1,832
271350090,LAONA TOWNSHIP,90,LAONA TWP,90,35594,ROSEAU,68,135,7,01,01A,04,09,00,,3,Not Appli,278,54,245,16,1,262,1,176,82,0,0,0,2,0,0,0,261,0,0,103,157,0,260,0,0,190,70,0,260
271350095,LIND TOWNSHIP,95,LIND TWP,95,37196,ROSEAU,68,135,7,01,01A,05,09,00,,3,Not Appli,35,4,32,3,0,35,1,27,7,0,0,0,0,0,0,0,35,0,0,16,19,0,35,0,0,25,10,0,35
271350100,MALUNG TOWNSHIP,100,MALUNG TWP,100,39644,ROSEAU,68,135,7,01,01A,03,09,00,,3,Not Appli,259,51,242,18,0,260,1,164,90,0,0,0,1,1,0,0,257,0,0,81,174,0,255,0,0,191,66,0,257
271350105,MICKINOCK TOWNSHIP,105,MICKINOCK TWP,105,41894,ROSEAU,68,135,7,01,01A,04,09,00,,3,Not Appli,175,32,159,10,1,170,0,101,66,0,0,0,1,0,0,0,168,0,0,51,118,0,169,0,0,118,48,1,167
271350110,MOOSE TOWNSHIP,110,MOOSE TWP,110,43900,ROSEAU,68,135,7,01,01A,05,09,00,,3,Not Appli,82,7,75,4,0,79,0,61,18,0,0,0,0,0,0,0,79,0,0,24,54,0,78,0,0,61,17,0,78
271350115,MORANVILLE TOWNSHIP,115,MORANVILLE TWP,115,44080,ROSEAU,68,135,7,01,01A,04,09,00,,3,Not Appli,474,93,430,25,0,455,0,341,108,0,0,0,4,0,0,0,453,0,0,220,228,0,448,0,0,355,97,0,452
271350120,NERESON TOWNSHIP,120,NERESON TWP,120,45178,ROSEAU,68,135,7,01,01A,05,09,00,,3,Not Appli,42,2,31,2,0,33,0,23,10,0,0,0,0,0,0,0,33,0,0,4,29,0,33,0,0,21,12,0,33
271350121,NORLAND/SPRUCE VALLEY UNORGANIZED,121,NORLAND/SPRUCE VALLEY,121,47216,ROSEAU,68,135,7,01,01A,03,09,00,,3,Not Appli,86,10,71,5,0,76,0,54,19,0,0,0,2,1,0,0,76,0,0,32,40,0,72,0,0,60,16,0,76
271350122,JUNEBERRY/BLOOMING VALLEY UNORGANIZED,122,JUNEBERRY/BLOOMING VALLEY,87,47357,ROSEAU,68,135,7,01,01A,05,09,00,,3,Not Appli,9,2,10,0,0,10,0,3,7,0,0,0,0,0,0,0,10,0,0,1,9,0,10,0,0,4,6,0,10
271350125,PALMVILLE TOWNSHIP,125,PALMVILLE TWP,125,49588,ROSEAU,68,135,7,01,01A,03,09,00,,3,Not Appli,33,3,28,3,0,31,0,18,13,0,0,0,0,0,0,0,31,0,0,11,20,0,31,0,0,19,12,0,31
271350130,POHLITZ TOWNSHIP,130,POHLITZ TWP,130,51748,ROSEAU,68,135,7,01,01A,05,09,00,,3,Not Appli,21,1,17,1,0,18,1,14,3,0,0,0,0,0,0,0,18,0,0,8,10,0,18,0,0,12,6,0,18
271350135,POLONIA TOWNSHIP,135,POLONIA TWP,135,51820,ROSEAU,68,135,7,01,01A,05,09,00,,3,Not Appli,18,3,14,3,0,17,0,8,9,0,0,0,0,0,0,0,17,0,0,2,15,0,17,0,0,14,3,0,17
271350140,POPLAR GROVE TOWNSHIP,140,POPLAR GROVE TWP,140,51982,ROSEAU,68,135,7,01,01A,05,09,00,,3,Not Appli,51,7,45,5,0,50,0,26,24,0,0,0,0,0,0,0,50,0,0,15,35,0,50,0,0,31,19,0,50
271350145,REINE TOWNSHIP,145,REINE TWP,145,53728,ROSEAU,68,135,7,01,01A,04,09,00,,3,Not Appli,56,7,52,1,0,53,0,34,19,0,0,0,0,0,0,0,53,0,0,12,40,0,52,0,0,34,18,0,52
271350150,ROOSEVELT,150,ROOSEVELT,150,55438,ROSEAU,68,135,7,01,01A,04,09,00,,3,Not Appli,85,14,80,6,0,86,0,55,28,0,0,0,2,1,0,0,86,0,0,30,55,0,85,0,0,58,27,0,85
271350155,ROSEAU,155,ROSEAU,155,55546,ROSEAU,68,135,7,01,01A,02,09,00,,2,Model 100,1396,398,1276,118,0,1394,1,934,430,0,0,1,11,0,2,0,1379,0,0,430,892,2,1324,0,0,1095,275,0,1370
271350160,ROSS TOWNSHIP,160,ROSS TWP,160,55942,ROSEAU,68,135,7,01,01A,03,09,00,,3,Not Appli,212,51,208,9,0,217,0,163,50,0,0,0,3,0,0,0,216,0,0,68,147,0,215,0,0,174,42,0,216
271350165,SKAGEN TOWNSHIP,165,SKAGEN TWP,165,60610,ROSEAU,68,135,7,01,01A,05,09,00,,3,Not Appli,129,27,123,13,0,136,0,109,24,0,0,0,1,0,0,0,134,0,0,42,93,0,135,0,0,118,17,0,135
271350170,SOLER TOWNSHIP,170,SOLER TWP,170,61096,ROSEAU,68,135,7,01,01A,05,09,00,,3,Not Appli,72,7,70,1,0,71,0,51,18,0,0,0,1,0,0,0,70,0,0,14,57,0,71,0,0,52,18,0,70
271350175,SPRUCE TOWNSHIP,175,SPRUCE TWP,175,62158,ROSEAU,68,135,7,01,01A,03,09,00,,2,Model 100,343,62,312,37,0,349,2,249,89,0,0,1,4,0,2,0,347,0,0,103,218,0,321,0,0,285,58,0,343
271350176,AMERICA/BELTRAMI ISLAND FOREST UNORG,176,AMERICA/BELTRAMI ISLAND FOREST,3,1369,ROSEAU,68,135,7,01,01A,04,09,00,,3,Not Appli,31,9,27,3,0,30,0,18,12,0,0,0,0,0,0,0,30,0,0,10,20,0,30,0,0,24,6,0,30
271350180,STAFFORD TOWNSHIP,180,STAFFORD TWP,180,62338,ROSEAU,68,135,7,01,01A,03,09,00,,3,Not Appli,179,23,142,9,0,153,0,92,58,0,0,0,0,0,1,0,151,0,0,44,107,0,151,0,0,118,33,0,151
271350185,STOKES TOWNSHIP,185,STOKES TWP,185,62932,ROSEAU,68,135,7,01,01A,03,09,00,,3,Not Appli,125,18,116,4,0,120,0,77,41,0,0,0,1,0,0,0,119,0,0,19,100,0,119,0,0,93,26,0,119
271350190,STRATHCONA,190,STRATHCONA,190,63130,ROSEAU,68,135,7,01,01A,05,09,00,,3,Not Appli,21,1,18,2,0,20,0,16,4,0,0,0,0,0,0,0,20,0,0,9,11,0,20,0,0,17,3,0,20
