VTDID,PCTNAME,PCTCODE,MCDNAME,MCDCODE,MCDFIPS,COUNTYNAME,COUNTYCODE,COUNTYFIPS,CONGDIST,MNSENDIST,MNLEGDIST,CTYCOMDIST,JUDDIST,SWCDIST,WARD,TABSYSTEM,TABMODEL,REG7AM,EDR,SIGNATURES,AB,FEDONLYAB,TOTVOTING,USPRSGP,USPRSR,USPRSDFL,USPRSSEP,USPRSSWP,USPRSCFP,USPRSBL,USPRSCP,USPRSLIB,USPRSWI,USPRSTOTAL,USREPGP,USREPIP,USREPR,USREPDFL,USREPWI,USREPTOTAL,MNLEGGP,MNLEGIP,MNLEGR,MNLEGDFL,MNLEGWI,MNLEGTOTAL
270270245,SKREE TWP.,245,SKREE TWP,180,60718,CLAY,14,027,7,09,09B,03,07,00,,1,Optech IV,89,17,95,2,0,97,0,60,35,0,0,0,0,0,0,0,95,0,0,24,69,0,93,0,0,22,73,1,96
270270250,SPRING PRAIRIE TWP.,250,SPRING PRAIRIE TWP,185,62032,CLAY,14,027,7,09,09A,02,07,00,,1,Optech IV,129,32,120,4,0,124,0,65,52,0,0,0,3,1,0,1,122,0,0,28,95,0,123,3,0,67,52,0,122
270270255,TANSEM TWP.,255,TANSEM TWP,190,64192,CLAY,14,027,7,09,09B,03,07,00,,1,Optech IV,147,18,134,5,0,139,0,85,50,0,0,0,2,0,1,0,138,0,0,37,99,0,136,0,0,48,87,0,135
270270260,ULEN,260,ULEN,194,66136,CLAY,14,027,7,09,09A,02,07,00,,2,Optech 3P,290,75,256,26,0,282,0,126,146,0,0,0,2,0,0,0,274,0,0,35,225,0,260,2,0,143,115,0,260
270270265,ULEN TWP.,265,ULEN TWP,195,66154,CLAY,14,027,7,09,09A,02,07,00,,2,Optech 3P,89,17,82,6,0,88,0,55,31,0,0,0,0,0,0,0,86,0,0,19,64,0,83,1,0,49,31,0,81
270270270,VIDING TWP.,270,VIDING TWP,205,67054,CLAY,14,027,7,09,09A,02,07,00,,2,Optech 3P,70,6,58,3,0,61,0,27,34,0,0,0,0,0,0,0,61,0,0,6,53,2,61,0,0,30,30,0,60
270290005,BAGLEY CITY,5,BAGLEY CITY,5,3196,CLEARWATER,15,029,7,02,02B,01,09,00,,3,Not Appli,647,151,549,54,1,604,1,301,288,1,0,0,5,0,1,1,598,0,0,186,397,0,583,0,0,340,255,1,596
270290010,BEAR CREEK TWP.,10,BEAR CREEK TWP,10,4186,CLEARWATER,15,029,7,02,02B,03,09,00,,3,Not Appli,81,6,65,3,0,68,0,37,29,0,0,0,1,0,0,0,67,0,0,24,44,0,68,0,0,38,30,0,68
270290015,CLEARBROOK CITY,15,CLEARBROOK CITY,15,11746,CLEARWATER,15,029,7,02,02B,04,09,00,,3,Not Appli,376,39,254,38,1,293,1,158,129,0,0,0,2,1,0,0,291,0,0,97,182,0,279,0,0,149,130,0,279
270290020,CLOVER TWP.,20,CLOVER TWP,20,12214,CLEARWATER,15,029,7,02,02B,04,09,00,,3,Not Appli,72,3,66,1,0,67,0,42,24,0,0,0,1,0,0,0,67,0,0,31,35,0,66,0,0,43,24,0,67
270290025,COPLEY TWP.,25,COPLEY TWP,25,13150,CLEARWATER,15,029,7,02,02B,03,09,00,,3,Not Appli,435,94,414,26,0,440,0,260,169,0,0,0,4,0,1,1,435,0,0,176,256,0,432,0,0,264,172,1,437
270290030,DUDLEY TWP.,30,DUDLEY TWP,30,16462,CLEARWATER,15,029,7,02,02B,04,09,00,,3,Not Appli,176,28,149,10,0,159,1,92,62,0,0,0,2,0,0,0,157,0,0,62,88,0,150,0,0,96,60,0,156
270290035,EDDY TWP.,35,EDDY TWP,35,18008,CLEARWATER,15,029,7,02,02B,05,09,00,,3,Not Appli,213,23,174,14,0,188,0,108,76,0,0,0,4,0,0,0,188,0,0,71,113,1,185,0,0,109,77,0,186
270290040,FALK TWP.,40,FALK TWP,40,20438,CLEARWATER,15,029,7,02,02A,02,09,00,,3,Not Appli,116,28,118,7,0,125,0,65,56,0,0,0,1,0,0,0,122,0,0,45,75,0,120,0,0,30,52,0,82
270290045,GONVICK CITY,45,GONVICK CITY,45,24344,CLEARWATER,15,029,7,02,02B,05,09,00,,3,Not Appli,205,19,140,15,0,155,0,66,83,0,0,0,2,1,0,0,152,0,0,41,108,0,149,0,0,60,87,0,147
270290050,GREENWOOD TWP.,50,GREENWOOD TWP,50,25910,CLEARWATER,15,029,7,02,02B,05,09,00,,3,Not Appli,82,7,60,8,0,68,0,46,20,0,0,0,0,0,0,0,66,0,0,35,32,0,67,0,0,41,26,0,67
270290055,HANGAARD TWP,55,HANGAARD TWP,55,26954,CLEARWATER,15,029,7,02,02B,05,09,00,,3,Not Appli,5,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,2,0,0,2
270290056,RED LAKE RESERVATION,56,RED LAKE RESERVATION,55,46830,CLEARWATER,15,029,7,02,02B,05,09,00,,3,Not Appli,6,2,4,0,0,4,0,1,3,0,0,0,0,0,0,0,4,0,0,1,3,0,4,0,0,1,3,0,4
270290060,HOLST TWP.,60,HOLST TWP,60,29834,CLEARWATER,15,029,7,02,02B,05,09,00,,3,Not Appli,195,30,177,19,0,196,0,112,79,0,0,1,2,0,0,0,194,0,0,80,111,1,192,0,0,115,79,0,194
270290065,ITASCA TWP,65,ITASCA TWP,65,31508,CLEARWATER,15,029,7,02,02A,02,09,00,,3,Not Appli,90,11,74,8,0,82,0,48,32,0,0,0,1,0,0,0,81,0,0,33,47,0,80,0,0,46,34,0,80
270290070,LA PRAIRIE TWP.,70,LA PRAIRIE TWP,70,35630,CLEARWATER,15,029,7,02,02A,02,09,00,,3,Not Appli,155,60,160,8,0,168,0,41,124,0,0,0,0,0,0,0,165,0,0,32,127,0,159,0,0,45,112,0,157
270290075,LEON TWP.,75,LEON TWP,77,36458,CLEARWATER,15,029,7,02,02B,04,09,00,,3,Not Appli,241,29,191,11,0,202,0,135,64,0,0,0,0,0,0,0,199,0,0,86,109,0,195,0,0,113,84,0,197
270290080,LEONARD CITY,80,LEONARD CITY,80,36494,CLEARWATER,15,029,7,02,02B,04,09,00,,3,Not Appli,26,2,19,0,0,19,0,7,11,0,0,0,1,0,0,0,19,0,0,6,13,0,19,0,0,5,14,0,19
270290085,MINERVA TWP.,85,MINERVA TWP,85,42452,CLEARWATER,15,029,7,02,02B,02,09,00,,3,Not Appli,160,34,147,7,0,154,0,98,52,0,0,0,2,0,0,0,152,0,0,73,77,0,150,0,0,98,55,0,153
270290090,MOOSE CREEK TWP.,90,MOOSE CREEK TWP,90,43918,CLEARWATER,15,029,7,02,02B,03,09,00,,3,Not Appli,141,22,135,10,0,145,0,80,62,0,0,0,1,1,0,0,144,0,0,44,99,0,143,0,0,85,59,0,144
270290095,NORA TWP.,95,NORA TWP,95,46438,CLEARWATER,15,029,7,02,02B,02,09,00,,3,Not Appli,242,40,217,22,0,239,0,149,86,0,0,0,2,0,0,0,237,0,0,89,147,0,236,0,0,143,92,0,235
270290100,PINE LAKE TWP.,100,PINE LAKE TWP,100,51190,CLEARWATER,15,029,7,02,02B,05,09,00,,3,Not Appli,243,22,186,16,0,202,0,105,92,0,0,0,1,1,0,1,200,0,0,78,121,0,199,0,0,98,100,0,198
270290105,POPPLE TWP.,105,POPPLE TWP,105,52018,CLEARWATER,15,029,7,02,02B,01,09,00,,3,Not Appli,263,43,237,18,0,255,0,151,101,0,0,0,1,1,0,0,254,0,0,88,163,0,251,0,0,149,103,0,252
270290110,RICE TWP,110,RICE TWP,110,54016,CLEARWATER,15,029,7,02,02A,02,09,00,,3,Not Appli,73,7,64,4,1,69,0,47,21,0,0,0,1,0,0,0,69,0,0,35,34,0,69,0,0,42,26,0,68
270290115,SHEVLIN CITY,115,SHEVLIN CITY,114,59782,CLEARWATER,15,029,7,02,02B,03,09,00,,3,Not Appli,76,23,69,7,0,76,0,45,29,0,0,0,0,0,2,0,76,0,0,26,49,0,75,0,0,48,28,0,76
270290120,SHEVLIN TWP.,120,SHEVLIN TWP,115,59800,CLEARWATER,15,029,7,02,02B,03,09,00,,3,Not Appli,199,55,213,11,0,224,0,138,84,0,0,0,0,0,0,0,222,0,0,91,127,0,218,0,0,126,92,0,218
270290125,SINCLAIR TWP.,125,SINCLAIR TWP,125,60502,CLEARWATER,15,029,7,02,02B,04,09,00,,3,Not Appli,114,11,92,10,0,102,0,62,38,0,0,0,0,0,0,1,101,0,0,42,58,0,100,0,0,57,44,0,101
270290130,WINSOR TWP.,130,WINSOR TWP,130,71068,CLEARWATER,15,029,7,02,02B,05,09,00,,3,Not Appli,89,4,64,1,0,65,0,24,40,0,0,0,0,0,0,0,64,0,0,17,47,0,64,0,0,21,43,0,64
270290135,S. CLEARWATER 143-36,135,S. CLEARWATER 143-36,143,61303,CLEARWATER,15,029,7,02,02A,02,09,00,,3,Not Appli,7,3,7,1,0,8,0,2,6,0,0,0,0,0,0,0,8,0,0,3,5,0,8,0,0,2,5,0,7
270290140,S. CLEARWATER 143-37,140,S. CLEARWATER 143-37,143,61303,CLEARWATER,15,029,7,02,02A,02,09,00,,3,Not Appli,28,1,25,2,0,27,0,16,11,0,0,0,0,0,0,0,27,0,0,11,16,0,27,0,0,14,11,0,25
270310005,COLVILL PREC 3,5,COLVILL,3,17531,COOK,16,031,8,06,06A,01,06,00,,1,Model 115,195,11,177,8,1,187,1,85,97,0,0,0,2,0,1,1,187,19,0,52,109,0,180,0,0,51,96,25,172
270310010,GRAND MARAIS EAST PREC 5,10,GRAND MARAIS,5,24992,COOK,16,031,8,06,06A,02,06,00,,1,Model 115,496,87,393,62,0,455,1,199,240,0,0,2,7,0,0,1,450,27,0,111,294,0,432,0,0,118,279,37,434
270310015,GRAND MARAIS WEST PREC 6,15,GRAND MARAIS,5,24992,COOK,16,031,8,06,06A,03,06,00,,1,Model 115,419,68,333,70,0,403,1,183,207,0,0,0,8,0,0,0,399,17,0,98,266,0,381,0,0,122,228,22,372
270310020,GRAND PORTAGE PREC 1,20,GRAND PORTAGE,6,25071,COOK,16,031,8,06,06A,01,06,00,,1,Model 115,174,30,182,4,0,186,1,55,122,0,0,0,6,0,0,0,184,9,0,39,133,0,181,0,0,49,123,5,177
270310025,HOVLAND PREC 2,25,HOVLAND,3,17531,COOK,16,031,8,06,06A,01,06,00,,1,Model 115,221,19,208,9,0,217,2,110,91,0,0,0,4,9,1,0,217,18,0,85,107,0,210,0,0,93,91,14,198
270310030,CASCADE PREC 7,30,CASCADE,20,69307,COOK,16,031,8,06,06A,03,06,00,,1,Model 115,318,28,315,10,0,325,2,134,186,0,0,0,1,0,1,1,325,29,0,79,211,0,319,0,0,88,177,46,311
270310035,LUTSEN PREC 10,35,LUTSEN,16,38550,COOK,16,031,8,06,06A,05,06,00,,1,Model 115,277,31,271,16,1,288,0,109,175,0,0,0,1,0,1,0,286,16,0,92,171,0,279,0,0,112,135,24,271
270310040,MAPLE HILL PREC 8,40,MAPLE HILL,20,69307,COOK,16,031,8,06,06A,04,06,00,,1,Model 115,741,63,679,72,2,753,0,387,345,1,0,2,6,3,2,2,748,24,0,197,491,1,713,0,0,229,433,52,714
270310045,SCHROEDER TWP PREC 12,45,SCHROEDER TWP,8,58999,COOK,16,031,8,06,06A,05,06,00,,1,Model 115,133,1,111,4,0,115,1,58,55,0,0,0,0,0,1,0,115,1,0,28,83,0,112,0,0,27,73,11,111
270310050,TOFTE TWP PREC 11,50,TOFTE TWP,9,65065,COOK,16,031,8,06,06A,05,06,00,,1,Model 115,141,14,130,8,0,138,0,58,78,0,0,0,1,0,0,1,138,9,0,36,91,0,136,0,0,55,70,8,133
270310055,CROFTVILLE PREC 4,55,CROFTVILLE,20,69307,COOK,16,031,8,06,06A,02,06,00,,1,Model 115,133,12,124,9,0,133,0,64,66,0,0,0,2,0,1,0,133,10,0,46,76,0,132,0,0,49,63,11,123
270310060,PIKE LAKE PREC 9,60,PIKE LAKE,20,69307,COOK,16,031,8,06,06A,05,06,00,,1,Model 115,122,8,108,13,0,121,0,47,71,0,0,0,3,0,0,0,121,10,0,40,69,0,119,0,0,45,51,15,111
270330005,AMBOY TWP.,5,AMBOY TWP,5,1342,COTTONWOOD,17,033,1,22,22B,04,05,00,,1,Model 150,105,5,96,0,0,96,0,61,30,0,0,0,0,0,0,1,92,0,2,71,19,0,92,0,0,63,31,0,94
270330010,AMO TWP.,10,AMO TWP,10,1441,COTTONWOOD,17,033,1,22,22B,01,05,00,,1,Model 150,71,10,68,3,1,72,0,37,32,0,0,0,3,0,0,0,72,0,4,45,21,0,70,0,0,33,37,0,70
270330015,ANN TWP.,15,ANN TWP,15,1666,COTTONWOOD,17,033,1,22,22B,01,05,00,,1,Model 150,124,8,116,4,0,120,0,63,56,0,1,0,0,0,0,0,120,0,6,67,45,0,118,0,0,66,54,0,120
270330020,BINGHAM LAKE,20,BINGHAM LAKE,20,5896,COTTONWOOD,17,033,1,22,22B,04,05,00,,1,Model 150,92,16,84,7,0,91,0,46,43,0,0,0,1,0,0,0,90,0,4,51,32,0,87,0,0,46,43,0,89
270330025,CARSON TWP.,25,CARSON TWP,25,10108,COTTONWOOD,17,033,1,22,22B,04,05,00,,1,Model 150,186,28,177,14,0,191,1,119,66,0,0,0,3,0,0,0,189,0,6,142,41,0,189,0,0,124,66,0,190
270330030,COMFREY,30,COMFREY,30,12772,COTTONWOOD,17,033,1,22,22B,04,05,00,,1,Model 150,8,7,0,0,0,7,0,2,5,0,0,0,0,0,0,0,7,0,0,2,5,0,7,0,0,3,4,0,7
270330035,DALE TWP.,35,DALE TWP,35,14608,COTTONWOOD,17,033,1,22,22B,04,05,00,,1,Model 150,105,8,90,7,0,97,0,54,39,0,0,0,3,0,0,0,96,0,6,58,30,0,94,0,0,43,53,0,96
270330040,DELTON TWP.,40,DELTON TWP,40,15652,COTTONWOOD,17,033,1,22,22B,04,05,00,,1,Model 150,70,14,66,6,0,72,1,47,23,0,0,0,0,0,0,0,71,0,4,51,14,0,69,0,0,40,28,2,70
270330045,GERMANTOWN TWP.,45,GERMANTOWN TWP,45,23570,COTTONWOOD,17,033,1,22,22B,04,05,00,,1,Model 150,125,7,107,6,0,113,0,83,29,0,0,0,0,0,0,0,112,0,8,77,26,0,111,0,0,74,37,0,111
270330050,GREAT BEND TWP.,50,GREAT BEND TWP,50,25514,COTTONWOOD,17,033,1,22,22B,03,05,00,,1,Model 150,218,18,189,19,0,208,0,104,102,0,0,0,1,0,0,0,207,0,12,120,72,0,204,0,0,93,111,0,204
270330055,HIGHWATER TWP.,55,HIGHWATER TWP,55,29060,COTTONWOOD,17,033,1,22,22B,01,05,00,,1,Model 150,102,10,96,3,0,99,0,57,41,0,0,0,1,0,0,0,99,0,2,57,39,0,98,0,0,42,57,0,99
270330060,JEFFERS,60,JEFFERS,60,31796,COTTONWOOD,17,033,1,22,22B,04,05,00,,1,Model 150,218,26,195,9,1,205,0,101,92,0,0,0,2,0,1,0,196,0,15,106,74,0,195,0,0,84,116,0,200
270330065,LAKESIDE TWP.,65,LAKESIDE TWP,65,35000,COTTONWOOD,17,033,1,22,22B,04,05,00,,1,Model 150,181,24,171,10,0,181,0,100,78,0,0,1,1,0,0,0,180,0,10,114,53,0,177,0,0,95,85,0,180
270330070,MIDWAY TWP.,70,MIDWAY TWP,70,42002,COTTONWOOD,17,033,1,22,22B,05,05,00,,1,Model 150,168,19,155,9,0,164,0,113,50,0,0,0,0,0,0,0,163,0,6,116,42,0,164,0,0,116,48,0,164
270330075,MOUNTAIN LAKE P-1,75,MOUNTAIN LAKE,74,44566,COTTONWOOD,17,033,1,22,22B,05,05,00,,1,Model 150,1102,192,942,82,0,1024,1,672,322,0,1,2,11,0,0,1,1010,0,48,697,237,0,982,0,0,733,270,0,1003
270330085,MOUNTAIN LAKE TWP.,85,MOUNTAIN LAKE TWP,75,44584,COTTONWOOD,17,033,1,22,22B,04,05,00,,1,Model 150,156,33,139,8,0,147,0,107,37,0,0,0,1,0,0,0,145,0,2,110,32,0,144,0,0,100,44,0,144
270330090,ROSEHILL TWP.,90,ROSEHILL TWP,85,55672,COTTONWOOD,17,033,1,22,22B,01,05,00,,1,Model 150,98,6,87,5,0,92,0,52,36,1,0,0,0,0,0,0,89,0,4,49,37,0,90,0,0,49,43,0,92
270330095,SELMA TWP.,95,SELMA TWP,90,59224,COTTONWOOD,17,033,1,22,22B,04,05,00,,1,Model 150,120,15,118,0,0,118,0,87,29,0,0,0,1,0,0,0,117,0,8,85,21,0,114,0,0,79,38,0,117
270330100,SOUTHBROOK TWP.,100,SOUTHBROOK TWP,95,61294,COTTONWOOD,17,033,1,22,22B,01,05,00,,1,Model 150,53,12,46,4,1,51,1,23,25,0,0,0,1,0,0,0,50,0,2,28,18,0,48,0,0,24,26,0,50
270330105,SPRINGFIELD TWP.,105,SPRINGFIELD TWP,100,61834,COTTONWOOD,17,033,1,22,22B,01,05,00,,1,Model 150,91,6,71,7,0,78,0,33,41,0,0,2,0,1,0,0,77,0,7,36,35,0,78,0,0,32,45,0,77
270330110,STORDEN,110,STORDEN,104,63022,COTTONWOOD,17,033,1,22,22B,01,05,00,,1,Model 150,133,19,132,6,0,138,0,64,73,0,0,0,0,0,0,0,137,0,11,72,52,0,135,0,0,59,76,0,135
270330115,STORDEN TWP.,115,STORDEN TWP,105,63040,COTTONWOOD,17,033,1,22,22B,01,05,00,,1,Model 150,107,18,95,9,0,104,0,68,36,0,0,0,0,0,0,0,104,0,5,69,28,0,102,0,0,58,46,0,104
270330120,WESTBROOK,120,WESTBROOK,114,69250,COTTONWOOD,17,033,1,22,22B,01,05,00,,1,Model 150,439,59,383,35,0,418,1,215,184,0,0,1,4,0,1,0,406,0,19,231,145,0,395,0,0,203,205,0,408
270330125,WESTBROOK TWP.,125,WESTBROOK TWP,115,69268,COTTONWOOD,17,033,1,22,22B,01,05,00,,1,Model 150,146,21,139,8,0,147,0,81,63,0,0,0,1,1,0,0,146,0,4,80,52,0,136,0,0,83,63,0,146
270330130,WINDOM W-1 P-1,130,WINDOM,125,70798,COTTONWOOD,17,033,1,22,22B,02,05,00,1,1,Model 150,629,101,530,48,0,578,2,300,261,0,1,0,3,1,0,0,568,0,21,327,205,1,554,0,0,294,270,1,565
270330135,WINDOM W-1 P-2,135,WINDOM,125,70798,COTTONWOOD,17,033,1,22,22B,02,05,00,1,1,Model 150,786,129,699,62,0,761,0,391,360,0,0,0,3,1,0,0,755,0,30,422,286,0,738,0,0,377,371,1,749
270330140,WINDOM W-2 P-1,140,WINDOM,125,70798,COTTONWOOD,17,033,1,22,22B,03,05,00,2,1,Model 150,566,96,472,45,0,517,1,252,249,0,1,2,2,1,0,1,509,0,43,266,188,0,497,0,0,218,284,1,503
270330145,WINDOM W-2 P-2,145,WINDOM,125,70798,COTTONWOOD,17,033,1,22,22B,03,05,00,2,1,Model 150,602,112,526,41,0,567,2,225,324,0,0,0,8,0,0,3,562,0,37,276,234,1,548,0,0,222,341,0,563
270350005,BAXTER P1,5,BAXTER,5,4042,CROW WING,18,035,8,12,12A,04,09,00,,2,Model 100,2285,411,2057,226,0,2283,2,1328,933,0,0,2,6,1,4,0,2276,25,0,941,1230,0,2196,0,67,1199,993,0,2259
270350006,BAXTER P2,6,BAXTER,5,4042,CROW WING,18,035,8,12,12A,03,09,00,,2,Model 100,1647,285,1360,128,0,1645,5,1025,593,1,0,2,11,1,3,0,1641,25,0,696,860,0,1581,0,36,941,643,2,1622
270350010,BAY LAKE TWP,10,BAY LAKE TWP,10,4096,CROW WING,18,035,8,12,12B,05,09,00,,2,Model 100,738,88,602,100,2,704,1,402,293,0,0,0,4,1,2,0,703,10,0,306,358,0,674,0,37,369,259,0,665
270350015,BRAINERD W-1 P-1,15,BRAINERD,15,7300,CROW WING,18,035,8,12,12A,03,09,00,1,2,Model 100,545,150,422,50,0,473,0,228,233,0,0,0,9,1,1,0,472,16,0,161,270,0,447,0,24,174,265,1,464
270350016,BRAINERD W-1 P-2,16,BRAINERD,15,7300,CROW WING,18,035,8,12,12A,03,09,00,1,2,Model 100,1284,127,870,261,0,1131,3,614,493,0,0,1,8,1,2,0,1122,11,0,460,622,0,1093,0,45,572,494,0,1111
270350020,BRAINERD W-2 P-1,20,BRAINERD,15,7300,CROW WING,18,035,8,12,12A,04,09,00,2,2,Model 100,812,220,644,85,0,729,2,410,309,0,0,0,3,0,0,1,725,21,0,275,404,0,700,0,20,346,343,0,709
270350025,BRAINERD W-2 P-2,25,BRAINERD,15,7300,CROW WING,18,035,8,12,12A,04,09,00,2,2,Model 100,747,168,638,50,0,688,5,327,337,0,0,0,11,2,1,1,684,29,0,226,399,0,654,0,34,282,364,0,680
270350035,BRAINERD W-3 P-1,35,BRAINERD,15,7300,CROW WING,18,035,8,12,12A,03,09,00,3,2,Model 100,758,255,664,51,0,715,3,327,372,0,0,0,9,0,0,0,711,16,0,199,456,1,672,0,21,280,392,2,695
270350040,BRAINERD W-3 P-2,40,BRAINERD,15,7300,CROW WING,18,035,8,12,12A,01,09,00,3,2,Model 100,879,191,761,64,0,825,3,438,371,0,0,1,9,0,0,1,823,14,0,277,504,1,796,0,39,395,384,0,818
270350045,BRAINERD W-4 P-1,45,BRAINERD,15,7300,CROW WING,18,035,8,12,12A,03,09,00,4,2,Model 100,826,271,728,66,0,794,5,380,399,1,0,0,6,0,1,0,792,35,0,240,478,1,754,0,43,305,429,1,778
270350050,BRAINERD W-4 P-2,50,BRAINERD,15,7300,CROW WING,18,035,8,12,12A,03,09,00,4,2,Model 100,716,213,638,34,1,673,4,323,336,0,0,0,7,0,1,1,672,37,0,190,419,1,647,0,31,247,389,0,667
270350055,BREEZY POINT CITY,55,BREEZY POINT CITY,17,7516,CROW WING,18,035,8,04,04B,02,09,00,,2,Model 100,1083,321,1047,125,0,1172,3,728,429,0,0,0,5,2,3,0,1170,20,0,543,564,1,1128,0,0,616,479,1,1096
270350060,CENTER TWP,60,CENTER TWP,20,10567,CROW WING,18,035,8,12,12A,05,09,00,,2,Model 100,589,79,501,40,0,541,0,306,227,0,0,0,4,1,2,1,541,12,0,230,278,0,520,0,17,290,225,0,532
270350065,CROSBY PREC 1,65,CROSBY,25,13924,CROW WING,18,035,8,12,12A,05,09,00,,2,Model 100,691,168,569,67,0,636,0,287,332,0,0,0,11,0,1,0,631,26,0,176,411,1,614,0,26,259,330,0,615
270350070,CROSBY PREC 2,70,CROSBY,25,13924,CROW WING,18,035,8,12,12A,05,09,00,,2,Model 100,493,88,409,31,0,440,0,190,241,0,0,0,5,1,0,1,438,6,0,110,307,2,425,0,13,162,260,0,435
270350075,CROSSLAKE CITY,75,CROSSLAKE CITY,30,13978,CROW WING,18,035,8,04,04B,02,09,00,,2,Model 100,1612,223,1260,286,0,1546,2,952,569,0,0,2,13,1,0,1,1540,19,0,732,739,1,1491,0,0,835,614,2,1451
270350080,CROW WING TWP,80,CROW WING TWP,35,14122,CROW WING,18,035,8,12,12A,01,09,00,,2,Model 100,789,204,805,31,0,837,2,531,294,1,0,0,4,3,0,0,835,18,0,358,422,1,799,0,32,426,367,0,825
270350085,CUYUNA CITY,85,CUYUNA CITY,40,14428,CROW WING,18,035,8,04,04B,05,09,00,,2,Model 100,140,8,119,0,0,119,0,59,58,0,0,0,0,0,0,0,117,2,0,36,80,0,118,0,0,50,63,2,115
270350090,DAGGETT BROOK TWP,90,DAGGETT BROOK TWP,45,14464,CROW WING,18,035,8,12,12B,01,09,00,,1,Model 150,281,36,250,7,0,257,1,163,86,0,1,0,2,0,0,1,254,5,0,88,147,0,240,0,25,134,78,2,239
270350095,WEST CROW WING WHITE PRECINCT,95,WEST CROW WING,228,69316,CROW WING,18,035,8,12,12A,04,09,00,,2,Model 100,871,180,778,65,0,843,0,526,305,0,0,1,7,1,1,0,841,20,0,363,427,1,811,0,38,460,333,0,831
270350100,DEAN LAKE PREC,100,DEAN LAKE,50,15094,CROW WING,18,035,8,04,04B,05,09,00,,2,Model 100,60,5,58,0,0,58,0,33,25,0,0,0,0,0,0,0,58,0,0,19,34,0,53,0,0,21,31,0,52
270350105,DEERWOOD CITY,105,DEERWOOD CITY,54,15346,CROW WING,18,035,8,12,12B,05,09,00,,2,Model 100,340,67,284,27,0,311,0,166,141,0,0,0,1,0,0,0,308,4,0,116,172,1,293,0,10,144,129,0,283
270350110,DEERWOOD TWP,110,DEERWOOD TWP,55,15364,CROW WING,18,035,8,12,12B,05,09,00,,2,Model 100,913,117,791,79,5,875,0,506,363,0,0,0,3,1,0,0,873,12,0,337,488,0,837,0,46,447,321,0,814
270350115,EMILY CITY,115,EMILY CITY,65,19286,CROW WING,18,035,8,04,04B,05,09,00,,2,Model 100,613,79,509,64,0,573,0,349,215,0,0,0,4,2,0,0,570,8,0,249,289,0,546,0,0,287,241,0,528
270350120,FAIRFIELD TWP,120,FAIRFIELD TWP,70,20240,CROW WING,18,035,8,04,04B,05,09,00,,2,Model 100,220,27,187,19,0,206,0,105,96,0,0,0,2,0,0,0,203,4,0,74,123,0,201,0,0,87,108,0,195
270350125,FIFTY LAKES CITY,125,FIFTY LAKES CITY,75,21032,CROW WING,18,035,8,04,04B,02,09,00,,2,Model 100,319,33,256,54,0,310,0,168,137,0,0,0,2,0,0,0,307,5,0,125,163,0,293,0,0,150,135,1,286
270350130,FORT RIPLEY CITY,130,FORT RIPLEY CITY,79,21932,CROW WING,18,035,8,12,12B,01,09,00,,2,Model 100,38,1,30,0,0,30,0,20,8,0,0,0,2,0,0,0,30,1,0,14,14,0,29,0,3,18,9,0,30
270350135,FORT RIPLEY TWP,135,FORT RIPLEY TWP,80,21950,CROW WING,18,035,8,12,12B,01,09,00,,1,Model 150,450,63,396,38,0,434,0,275,153,0,0,0,1,1,0,1,431,3,0,169,248,0,420,0,27,228,157,0,412
270350140,GAIL LAKE TWP,140,GAIL LAKE TWP,90,23012,CROW WING,18,035,8,04,04B,02,09,00,,2,Model 100,54,2,46,0,0,46,0,35,9,0,0,0,2,0,0,0,46,2,0,27,17,0,46,0,0,33,11,0,44
270350145,GARRISON CITY,145,GARRISON CITY,94,23192,CROW WING,18,035,8,12,12B,01,09,00,,2,Model 100,114,12,112,0,0,112,0,48,62,0,0,0,1,0,0,0,111,1,0,33,72,0,106,0,7,36,64,0,107
270350150,GARRISON TWP,150,GARRISON TWP,95,23210,CROW WING,18,035,8,12,12B,01,09,00,,2,Model 100,523,88,454,54,0,508,0,250,248,0,0,0,9,0,2,0,509,14,0,170,308,1,493,0,39,214,230,0,483
270350155,IDEAL TWP,155,IDEAL TWP,105,30734,CROW WING,18,035,8,04,04B,02,09,00,,2,Model 100,814,107,606,160,0,766,0,509,252,0,0,0,1,0,3,0,765,12,0,414,313,0,739,0,0,472,246,1,719
270350160,IRONDALE TWP.,160,IRONDALE TWP,110,31202,CROW WING,18,035,8,12,12A,05,09,00,,2,Model 100,703,114,621,54,0,675,0,379,280,0,0,0,12,2,1,0,674,10,0,242,389,1,642,0,18,343,301,1,663
270350165,RIVERTON CITY,165,RIVERTON CITY,112,54736,CROW WING,18,035,8,12,12A,05,09,00,,2,Model 100,55,10,50,0,0,50,1,24,25,0,0,0,0,0,0,0,50,0,0,16,33,0,49,0,2,21,27,0,50
270350170,IRONTON CITY,170,IRONTON CITY,115,31274,CROW WING,18,035,8,12,12A,05,09,00,,2,Model 100,353,90,304,17,0,321,0,124,193,0,0,0,4,0,0,0,321,4,0,71,233,0,308,0,7,112,198,0,317
270350175,JENKINS CITY,175,JENKINS CITY,119,31832,CROW WING,18,035,8,04,04B,02,09,00,,2,Model 100,166,41,156,6,0,162,1,112,46,0,0,0,2,0,0,0,161,2,0,84,68,0,154,0,0,90,62,0,152
