FIPS_VTD,PRECINCT NAME,WD,CG,LEG,CM,S DST,S1,S2,C,V,MCD NAME        ,JD,TC,ME,MCD,PRCT,CC,COVTD,7am ,EDR,Signatures,AB-Reg,AB-Fed,AB-Pres,Ballots,PresR,PresDFL,PresG,PresCP,PresOther,PresLib,PresRP,PresRPM,PresSWP,USSenR,USSenDFL,USSenInd,USSenOther,USSenCP,USSenSWP,USSenLib,USSenGRP,CONG_DIST,CongR,CongDFL,CongInd,CongOther,CongCP,CongLib,MNSenR,MNSenDFL,MNSenInd,MNSenCP,MNSenNP,MNLegR,MNLegDFL,MNLegInd,MNLegCP,MNLegLib,MNLegG
0350140,CIRCLE PINES P-2       ,0,6,53A,6,1200,0,0,N,O,CIRCLE PINES CITY             ,10,C,N,035,0140,02,020140,1680,195,1440,73,1,0,1514,722,712,68,2,6,0,1,5,0,683,699,97,20,10,1,3,6,6,447,780,0,44,44,0,752,655,0,0,0,767,640,0,0,0,0
0400145,COLUMBIA HEIGHTS P-1   ,0,6,52A,4,1300,0,0,N,O,COLUMBIA HEIGHTS CITY         ,10,C,N,040,0145,02,020145,1578,215,1261,55,2,3,1321,447,747,93,3,28,8,3,17,0,446,715,96,44,9,16,3,16,6,345,608,0,49,49,0,420,840,0,0,0,466,704,94,0,0,0
0400150,COLUMBIA HEIGHTS P-2   ,0,6,52A,4,1300,0,0,N,O,COLUMBIA HEIGHTS CITY         ,10,C,N,040,0150,02,020150,1246,207,1015,33,0,0,1048,328,604,96,1,15,4,0,11,0,342,567,77,46,10,8,3,25,6,378,756,0,38,38,0,318,685,0,0,0,376,546,80,0,0,0
0400155,COLUMBIA HEIGHTS P-3   ,0,6,52A,4,1300,0,0,N,O,COLUMBIA HEIGHTS CITY         ,10,C,N,040,0155,02,020155,1487,212,1171,69,2,0,1242,366,791,65,2,11,3,1,7,0,342,773,74,30,9,2,4,15,6,396,614,0,39,39,0,328,850,0,0,0,428,685,60,0,0,0
0400160,COLUMBIA HEIGHTS P-4   ,0,6,52A,4,1300,0,0,N,O,COLUMBIA HEIGHTS CITY         ,10,C,N,040,0160,02,020160,1416,196,1065,43,1,0,1109,415,619,60,2,12,4,0,8,0,386,607,74,26,3,10,5,8,6,443,735,0,30,30,0,398,639,0,0,0,446,538,66,0,0,0
0400165,COLUMBIA HEIGHTS P-5   ,0,6,52A,4,1300,0,0,N,O,COLUMBIA HEIGHTS CITY         ,10,C,N,040,0165,02,020165,1403,208,1147,127,0,0,1274,433,762,56,3,14,3,1,10,0,414,757,62,25,3,8,4,10,6,484,585,0,17,17,0,408,789,0,0,0,492,660,45,0,0,0
0400170,COLUMBIA HEIGHTS P-6   ,0,6,52A,4,1300,0,0,N,O,COLUMBIA HEIGHTS CITY         ,10,C,N,040,0170,02,020170,1261,131,1050,67,4,0,1121,462,586,56,1,11,2,0,9,0,452,582,54,16,2,4,2,8,6,389,487,0,21,21,0,424,661,0,0,0,531,519,40,0,0,0
0400180,COLUMBIA HEIGHTS P-7   ,0,6,52A,4,1300,0,0,N,O,COLUMBIA HEIGHTS CITY         ,10,C,N,040,0180,02,020180,1357,239,1156,48,2,0,1206,408,722,47,3,20,7,0,13,0,391,702,81,16,4,3,3,6,6,434,678,0,40,40,0,383,760,0,0,0,466,629,63,0,0,0
0400185,COLUMBIA HEIGHTS P-8   ,0,6,52A,4,1300,0,0,N,O,COLUMBIA HEIGHTS CITY         ,10,C,N,040,0185,02,020185,1419,178,1121,58,1,0,1180,371,709,81,2,12,6,1,3,2,387,673,79,31,3,8,4,16,6,377,709,0,48,48,0,358,780,0,0,0,422,640,75,0,0,0
0450190,COLUMBUS TWP.          ,0,6,50A,2,83100,0,0,N,O,COLUMBUS TOWNSHIP             ,10,T,N,045,0190,02,020190,2515,276,2071,112,3,0,2186,1163,872,118,5,24,6,2,16,0,1111,867,146,36,7,12,6,11,6,1076,983,0,57,57,0,1050,816,141,47,0,1103,783,180,0,0,0
0500195,COON RAPIDS W-1 P-1    ,1,6,49B,7,1106,0,0,N,O,COON RAPIDS CITY              ,10,C,N,050,0195,02,020195,1240,165,1063,43,0,0,1106,511,544,34,4,9,0,0,9,0,490,521,61,17,5,7,2,3,6,490,545,0,27,27,0,487,557,0,0,0,480,560,0,0,0,0
0500200,COON RAPIDS W-1 P-2    ,1,6,49B,7,1106,0,0,N,O,COON RAPIDS CITY              ,10,C,N,050,0200,02,020200,1847,335,1504,62,0,0,1566,722,767,60,1,12,1,2,6,3,701,722,93,32,9,10,4,9,6,695,791,0,29,29,0,663,838,0,0,0,701,786,0,0,0,0
0500205,COON RAPIDS W-4 P-3    ,4,6,49B,7,1105,0,0,N,O,COON RAPIDS CITY              ,10,C,N,050,0205,02,020205,1323,172,1105,41,0,0,1146,498,587,44,0,13,5,1,7,0,483,553,72,25,7,8,2,8,6,498,601,0,24,24,0,505,595,0,0,0,486,609,0,0,0,0
0500210,COON RAPIDS W-4 P-4    ,4,6,49B,7,1105,0,0,N,O,COON RAPIDS CITY              ,10,C,N,050,0210,02,020210,1027,157,830,36,0,0,866,348,458,42,3,10,0,1,9,0,326,471,45,16,4,5,0,7,6,346,474,0,24,24,0,360,477,0,0,0,368,462,0,0,0,0
0500215,COON RAPIDS W-4 P-5    ,4,6,49A,7,1101,0,0,N,O,COON RAPIDS CITY              ,10,C,N,050,0215,02,020215,1530,310,1173,63,1,0,1237,602,568,46,0,18,4,1,13,0,603,547,60,20,1,8,3,8,6,557,639,0,20,20,0,554,634,0,0,0,634,555,0,0,0,0
0500220,COON RAPIDS W-1 P-3    ,1,6,49A,7,1106,0,0,N,O,COON RAPIDS CITY              ,10,C,N,050,0220,02,020220,2656,634,2376,124,0,0,2500,1287,1108,78,1,20,5,1,13,1,1287,1015,138,35,6,14,6,9,6,1217,1151,0,43,43,0,1261,1138,0,0,0,1301,1049,0,0,0,0
0500221,COON RAPIDS W-1 P-4    ,1,6,49A,7,1106,0,0,N,O,COON RAPIDS CITY              ,10,C,N,050,0221,02,020221,2061,294,1748,89,1,2,1840,1013,757,57,1,11,2,3,6,0,979,702,122,20,10,2,1,7,6,948,813,0,27,27,0,909,866,0,0,0,1039,729,0,0,0,0
0500230,COON RAPIDS W-2 P-1    ,2,6,49A,5,1106,0,0,N,O,COON RAPIDS CITY              ,10,C,N,050,0230,02,020230,1883,356,1637,108,3,0,1748,822,836,73,1,11,6,2,3,0,789,811,99,34,4,12,10,8,6,776,878,0,42,42,0,794,867,0,0,0,804,838,0,0,0,0
0500235,COON RAPIDS W-5 P-2    ,5,6,49B,5,1106,0,0,N,O,COON RAPIDS CITY              ,10,C,N,050,0235,02,020235,1128,169,935,25,0,1,961,400,497,50,0,13,0,1,10,2,405,470,59,17,4,5,0,8,6,390,505,0,29,29,0,393,531,0,0,0,402,520,0,0,0,0
0500240,COON RAPIDS W-5 P-3    ,5,6,49B,5,1106,0,0,N,O,COON RAPIDS CITY              ,10,C,N,050,0240,02,020240,964,124,805,34,0,0,839,299,475,47,1,15,2,2,9,2,296,465,50,16,1,6,1,8,6,300,484,0,30,30,0,281,535,0,0,0,284,524,0,0,0,0
0500245,COON RAPIDS W-5 P-4    ,5,6,49B,5,1102,0,0,N,O,COON RAPIDS CITY              ,10,C,N,050,0245,02,020245,1155,202,972,46,0,0,1018,428,532,46,1,7,2,0,5,0,445,489,55,13,4,4,1,4,6,413,540,0,24,24,0,410,551,0,0,0,411,539,0,0,0,0
0500250,COON RAPIDS W-2 P-2    ,2,6,49A,5,1106,0,0,N,O,COON RAPIDS CITY              ,10,C,N,050,0250,02,020250,2403,329,2011,125,0,1,2137,1084,950,74,2,24,5,2,16,1,1046,935,119,17,3,4,1,9,6,1046,1022,0,21,21,0,1106,961,0,0,0,1104,953,0,0,0,0
0500255,COON RAPIDS W-2 P-4    ,2,6,49B,5,1102,0,0,N,O,COON RAPIDS CITY              ,10,C,N,050,0255,02,020255,1556,251,1331,55,0,0,1386,605,706,52,1,19,3,3,12,1,598,680,79,20,6,7,4,3,6,583,733,0,28,28,0,578,756,0,0,0,569,750,0,0,0,0
0500260,COON RAPIDS W-2 P-3    ,2,6,49B,5,1106,0,0,N,O,COON RAPIDS CITY              ,10,C,N,050,0260,02,020260,886,153,747,22,4,0,773,346,382,38,0,7,3,0,4,0,349,354,44,14,2,3,4,5,6,336,391,0,16,16,0,294,438,0,0,0,325,403,0,0,0,0
0500265,COON RAPIDS W-4 P-1    ,4,6,49B,7,1105,0,0,N,O,COON RAPIDS CITY              ,10,C,N,050,0265,02,020265,1313,184,1075,72,0,0,1147,512,565,57,1,12,4,1,7,0,497,556,67,16,5,6,4,1,6,500,588,0,33,33,0,490,615,0,0,0,487,611,0,0,0,0
0500270,COON RAPIDS W-3 P-2    ,3,6,49B,7,1105,0,0,N,O,COON RAPIDS CITY              ,10,C,N,050,0270,02,020270,1551,239,1303,46,3,0,1352,589,686,56,6,11,2,1,8,0,581,663,77,20,7,4,1,8,6,596,690,0,29,29,0,619,674,0,0,0,604,696,0,0,0,0
0500275,COON RAPIDS W-3 P-3    ,3,6,48B,5,1105,0,0,N,O,COON RAPIDS CITY              ,10,C,N,050,0275,02,020275,1860,325,1623,79,0,0,1702,750,845,78,13,14,3,1,9,1,698,830,116,43,13,13,3,14,6,718,868,0,63,63,0,691,893,0,0,0,598,766,260,0,0,0
0500280,COON RAPIDS W-3 P-4    ,3,6,48B,5,1105,0,0,Y,O,COON RAPIDS CITY              ,10,C,N,050,0280,02,020280,1554,322,1415,72,0,0,1487,637,759,74,4,9,2,0,7,0,622,735,90,30,7,7,2,14,6,630,769,0,45,45,0,567,818,0,0,0,476,751,197,0,0,0
0500285,COON RAPIDS W-3 P-1    ,3,6,49B,5,1105,0,0,N,O,COON RAPIDS CITY              ,10,C,N,050,0285,02,020285,1341,317,1157,75,0,0,1232,589,563,64,1,6,1,2,3,0,572,541,66,34,2,10,4,18,6,563,602,0,22,22,0,575,595,0,0,0,581,583,0,0,0,0
0500290,COON RAPIDS W-5 P-5    ,5,6,49B,5,1106,0,0,N,O,COON RAPIDS CITY              ,10,C,N,050,0290,02,020290,1752,516,1500,74,0,0,1574,700,782,71,4,15,2,3,10,0,685,749,91,29,10,7,1,11,6,676,802,0,36,36,0,689,803,0,0,0,700,781,0,0,0,0
0500292,COON RAPIDS W-5 P-1    ,5,6,49B,5,1106,0,0,N,O,COON RAPIDS CITY              ,10,C,N,050,0292,02,020292,1206,243,1006,27,0,0,1033,520,450,49,0,9,0,3,6,0,511,423,57,20,5,8,2,5,6,503,462,0,21,21,0,495,473,0,0,0,504,465,0,0,0,0
0510295,EAST BETHEL P-1        ,0,6,50A,2,1500,0,0,Y,O,EAST BETHEL CITY              ,10,C,N,051,0295,02,020295,1713,321,1466,56,0,0,1522,822,592,70,5,31,2,3,24,2,804,567,90,50,14,8,4,24,6,702,720,0,61,61,0,686,602,124,42,0,818,547,92,0,0,0
0510300,EAST BETHEL P-2        ,0,6,50A,2,1500,0,0,Y,O,EAST BETHEL CITY              ,10,C,N,051,0300,02,020300,1989,328,1706,86,0,0,1792,906,767,90,2,23,5,3,15,0,922,708,112,39,8,11,7,13,6,836,837,0,67,67,0,762,713,191,40,0,896,682,123,0,0,0
0510301,EAST BETHEL P-3        ,0,6,50A,2,83100,0,0,Y,O,EAST BETHEL CITY              ,10,C,N,051,0301,02,020301,1720,234,1462,62,0,0,1524,760,644,87,1,28,5,2,20,1,757,612,111,29,4,3,5,17,6,703,711,0,59,59,0,667,580,171,25,0,792,540,113,0,0,0
0550305,FRIDLEY W-1 P-1        ,1,6,48B,6,1600,0,0,N,O,FRIDLEY CITY                  ,10,C,N,055,0305,02,020305,1477,133,1159,68,1,0,1228,546,624,44,0,11,1,1,9,0,494,607,99,13,6,3,0,4,6,504,657,0,19,19,0,465,674,0,0,0,412,617,156,0,0,0
0550310,FRIDLEY W-1 P-2        ,1,6,48B,6,1400,0,0,N,O,FRIDLEY CITY                  ,10,C,N,055,0310,02,020310,1585,130,1307,99,0,0,1406,558,757,76,2,10,2,3,5,0,530,770,77,20,5,7,1,7,6,573,757,0,31,31,0,506,824,0,0,0,481,707,192,0,0,0
0550315,FRIDLEY W-1 P-3        ,1,6,52A,4,1400,0,0,N,O,FRIDLEY CITY                  ,10,C,N,055,0315,02,020315,1422,202,1112,85,0,0,1197,411,694,72,2,13,2,1,10,0,402,677,80,21,5,5,2,9,6,414,694,0,36,36,0,391,725,0,0,0,424,658,54,0,0,0
0550320,FRIDLEY W-1 P-4        ,1,6,52A,4,1400,0,0,N,O,FRIDLEY CITY                  ,10,C,N,055,0320,02,020320,1181,154,982,39,0,0,1021,405,552,49,0,10,1,0,9,0,384,539,68,20,4,2,4,10,6,394,567,0,34,34,0,365,613,0,0,0,443,506,49,0,0,0
0550330,FRIDLEY W-2 P-1        ,2,6,48B,6,1600,0,0,N,O,FRIDLEY CITY                  ,10,C,N,055,0330,02,020330,1263,207,987,42,0,2,1031,407,562,46,2,10,4,0,6,0,404,525,69,27,6,10,3,8,6,403,561,0,37,37,0,353,596,0,0,0,330,498,159,0,0,0
0550335,FRIDLEY W-2 P-2        ,2,6,48B,4,1400,0,0,N,O,FRIDLEY CITY                  ,10,C,N,055,0335,02,020335,1128,187,915,37,0,0,952,382,508,51,0,6,2,1,3,0,358,502,60,17,3,6,1,7,6,388,501,0,23,23,0,324,566,0,0,0,278,474,159,0,0,0
0550340,FRIDLEY W-2 P-3        ,2,6,48B,4,1400,0,0,N,O,FRIDLEY CITY                  ,10,C,N,055,0340,02,020340,1579,198,1325,83,0,0,1408,587,730,78,0,11,4,1,6,0,549,715,114,19,1,5,2,11,6,571,751,0,30,30,0,504,824,0,0,0,411,693,276,0,0,0
0550345,FRIDLEY W-2 P-4        ,2,6,52A,4,1400,0,0,N,O,FRIDLEY CITY                  ,10,C,N,055,0345,02,020345,1624,243,1370,53,0,0,1423,615,720,74,0,13,7,0,6,0,579,715,90,24,5,4,5,10,6,636,701,0,30,30,0,603,759,0,0,0,665,650,52,0,0,0
0550350,FRIDLEY W-3 P-1        ,3,6,48B,6,1600,0,0,Y,O,FRIDLEY CITY                  ,10,C,N,055,0350,02,020350,1185,274,962,39,2,0,1003,381,539,65,3,11,6,0,5,0,394,519,56,21,4,3,2,12,6,371,540,0,45,45,0,341,572,0,0,0,290,480,176,0,0,0
0550355,FRIDLEY W-3 P-2        ,3,6,48B,6,1600,0,0,N,O,FRIDLEY CITY                  ,10,C,N,055,0355,02,020355,1512,196,1219,68,0,0,1287,554,643,68,0,18,2,5,10,1,522,622,113,23,4,3,2,14,6,548,665,0,37,37,0,514,707,0,0,0,428,577,250,0,0,0
0550360,FRIDLEY W-3 P-3        ,3,6,52A,4,1400,0,0,N,O,FRIDLEY CITY                  ,10,C,N,055,0360,02,020360,1170,345,918,56,0,0,974,348,532,78,1,12,2,1,8,1,349,495,81,34,1,10,2,21,6,366,530,0,38,38,0,357,544,0,0,0,342,508,60,0,0,0
0550365,FRIDLEY W-3 P-4        ,3,6,52A,4,1400,0,0,N,O,FRIDLEY CITY                  ,10,C,N,055,0365,02,020365,1109,182,934,43,0,0,977,340,572,51,2,11,3,1,6,1,323,537,80,31,4,9,2,16,6,324,586,0,27,27,0,318,603,0,0,0,350,530,49,0,0,0
0650370,HAM LAKE P-1           ,0,6,50B,2,1104,0,0,Y,O,HAM LAKE CITY                 ,10,C,N,065,0370,02,020370,931,184,773,62,0,0,835,432,360,29,1,9,0,0,9,0,439,310,56,23,8,4,2,9,6,395,391,0,25,25,0,368,323,85,24,0,413,354,0,0,0,0
0650375,HAM LAKE P-2           ,0,6,50B,2,1104,0,0,Y,O,HAM LAKE CITY                 ,10,C,N,065,0375,02,020375,1249,189,1077,95,0,0,1172,698,425,33,1,9,0,2,7,0,648,439,60,16,4,3,3,6,6,658,461,0,21,21,0,674,347,83,18,0,713,381,0,0,0,0
0650377,HAM LAKE P-3           ,0,6,50A,2,1104,0,0,Y,O,HAM LAKE CITY                 ,10,C,N,065,0377,02,020377,1257,184,1108,45,0,0,1153,552,513,68,3,15,2,0,10,3,564,460,92,29,2,8,3,16,6,535,549,0,32,32,0,490,489,110,15,0,549,476,72,0,0,0
0650378,HAM LAKE P-4           ,0,6,50A,2,83100,0,0,Y,O,HAM LAKE CITY                 ,10,C,N,065,0378,02,020378,1284,216,1165,53,1,0,1219,667,466,62,3,19,3,5,11,0,656,437,89,28,8,6,3,11,6,627,512,0,39,39,0,640,402,93,28,0,650,437,70,0,0,0
0650379,HAM LAKE P-5           ,0,6,50A,2,1104,0,0,Y,O,HAM LAKE CITY                 ,10,C,N,065,0379,02,020379,1224,192,1095,51,0,0,1146,623,461,48,3,10,3,1,6,0,632,421,63,19,5,4,2,8,6,591,495,0,27,27,0,574,388,99,25,0,609,429,52,0,0,0
0700380,HILLTOP P-1            ,0,6,52A,4,1300,0,0,N,O,HILLTOP CITY                  ,10,C,N,070,0380,02,020380,355,61,250,5,0,0,255,66,156,25,1,4,0,0,3,1,59,154,23,14,2,3,1,8,6,63,162,0,10,10,0,64,176,0,0,0,74,140,25,0,0,0
0650381,HAM LAKE P-6           ,0,6,50A,2,83100,0,0,Y,O,HAM LAKE CITY                 ,10,C,N,065,0381,02,020381,1031,228,997,38,0,0,1035,626,354,41,3,10,0,2,8,0,616,350,52,11,2,3,1,5,6,589,388,0,25,25,0,595,323,48,18,0,623,311,44,0,0,0
0750385,LEXINGTON P-1          ,0,6,51A,3,1200,0,0,N,O,LEXINGTON CITY                ,10,C,N,075,0385,02,020385,1013,204,817,22,0,0,839,327,428,55,5,20,6,1,13,0,325,415,61,29,6,7,6,10,6,299,474,0,31,31,0,267,524,0,0,0,331,457,0,0,0,0
0800390,LINO LAKES P-1         ,0,6,51B,3,83100,0,0,N,O,LINO LAKES CITY               ,10,C,N,080,0390,02,020390,1309,167,1103,47,0,0,1150,576,491,61,1,18,1,1,15,1,561,468,87,24,3,8,3,10,6,523,548,0,40,40,0,489,609,0,0,0,632,451,0,0,0,0
0800395,LINO LAKES P-2         ,0,6,51B,3,83100,0,0,N,O,LINO LAKES CITY               ,10,C,N,080,0395,02,020395,2996,547,2693,143,0,0,2836,1368,1289,139,5,32,5,1,26,0,1349,1221,198,49,11,14,9,15,6,1289,1397,0,70,70,0,1209,1462,0,0,0,1486,1129,0,0,0,0
0800396,LINO LAKES P-3         ,0,6,51B,3,1200,0,0,N,O,LINO LAKES CITY               ,10,C,N,080,0396,02,020396,1807,259,1611,88,0,0,1699,941,681,53,2,13,2,1,10,0,920,625,113,19,6,4,3,6,6,913,712,0,19,19,0,885,712,0,0,0,1010,557,0,0,0,0
0800397,LINO LAKES P-4         ,0,6,51B,3,83100,0,0,N,O,LINO LAKES CITY               ,10,C,N,080,0397,02,020397,2407,478,2243,144,1,0,2388,1375,909,78,3,20,3,5,12,0,1327,873,147,17,3,5,3,6,6,1280,988,0,40,40,0,1295,977,0,0,0,1473,754,0,0,0,0
0850400,LINWOOD TWP.           ,0,6,50A,2,83100,0,0,N,O,LINWOOD TOWNSHIP              ,10,T,N,085,0400,02,020400,2700,330,2259,78,0,0,2337,1215,960,124,6,22,3,0,18,1,1185,931,146,50,19,12,2,17,6,1105,1054,0,80,80,0,1100,863,175,53,0,1236,804,172,0,0,0
0900405,OAK GROVE P-1          ,0,6,50A,2,1500,0,0,N,O,OAK GROVE CITY                ,10,C,N,090,0405,02,020405,2427,281,1964,108,0,0,2072,1069,843,117,2,39,7,2,29,1,1099,772,137,41,14,9,5,13,6,1012,922,0,68,68,0,961,782,181,56,0,1165,699,124,0,0,0
0900406,OAK GROVE P-2          ,0,6,50A,2,1500,0,0,N,O,OAK GROVE CITY                ,10,C,N,090,0406,02,020406,1404,233,1219,59,1,2,1281,713,478,74,1,14,3,0,10,1,715,445,83,30,6,8,7,9,6,657,557,0,33,33,0,650,455,78,30,0,749,417,61,0,0,0
0950410,RAMSEY P-1             ,0,6,50B,1,1104,0,0,Y,O,RAMSEY CITY                   ,10,C,N,095,0410,02,020410,982,118,830,48,0,0,878,503,332,32,3,6,0,0,6,0,463,326,60,21,6,5,2,8,6,456,375,0,25,25,0,423,342,36,39,0,518,300,0,0,0,0
0950411,RAMSEY P-2             ,0,6,50B,1,1104,0,0,Y,O,RAMSEY CITY                   ,10,C,N,095,0411,02,020411,1263,167,1121,41,0,0,1162,586,506,64,0,5,0,2,2,1,618,462,55,21,4,7,1,9,6,547,547,0,39,39,0,563,438,68,41,0,629,464,0,0,0,0
0950415,RAMSEY P-3             ,0,6,50B,1,72802,0,0,Y,O,RAMSEY CITY                   ,10,C,N,095,0415,02,020415,1490,141,1221,71,0,0,1292,714,490,65,1,18,4,4,10,0,715,454,88,23,8,6,2,7,6,646,567,0,35,35,0,603,485,72,51,0,700,497,0,0,0,0
0950420,RAMSEY P-4             ,0,6,50B,1,72802,0,0,Y,O,RAMSEY CITY                   ,10,C,N,095,0420,02,020420,1413,136,1074,84,0,0,1158,651,443,42,5,11,0,0,11,0,652,394,86,16,6,2,1,7,6,612,463,0,35,35,0,583,405,54,29,0,670,386,0,0,0,0
0950421,RAMSEY P-5             ,0,6,50B,1,72802,0,0,Y,O,RAMSEY CITY                   ,10,C,N,095,0421,02,020421,1089,119,833,57,0,0,890,472,357,39,4,15,2,0,13,0,462,349,48,22,5,7,2,8,6,434,394,0,27,27,0,407,351,55,29,0,469,352,0,0,0,0
0950422,RAMSEY P-6             ,0,6,50B,1,1101,0,0,Y,O,RAMSEY CITY                   ,10,C,N,095,0422,02,020422,1066,199,884,60,0,0,944,477,419,34,3,7,1,1,4,1,455,377,78,25,7,5,6,7,6,441,437,0,35,35,0,389,402,68,42,0,486,401,0,0,0,0
0950423,RAMSEY P-7             ,0,6,50B,1,1101,0,0,Y,O,RAMSEY CITY                   ,10,C,N,095,0423,02,020423,1754,270,1525,60,0,0,1585,876,644,45,5,10,2,1,7,0,855,614,97,13,3,5,0,5,6,776,717,0,29,29,0,735,626,91,45,0,873,587,0,0,0,0
0950424,RAMSEY P-8             ,0,6,50B,1,1101,0,0,Y,O,RAMSEY CITY                   ,10,C,N,095,0424,02,020424,1379,215,1154,48,0,0,1202,685,472,37,0,7,0,1,6,0,661,457,64,14,4,6,0,4,6,595,554,0,23,23,0,608,452,51,31,0,707,418,0,0,0,0
1060425,ST. FRANCIS P-1        ,0,6,50A,1,72802,0,0,N,O,ST. FRANCIS CITY              ,10,C,N,106,0425,02,020425,2166,605,1949,67,1,0,2017,1049,830,94,2,37,9,5,23,0,1092,748,119,38,10,6,5,17,6,929,928,0,81,81,0,910,800,120,65,0,1110,697,97,0,0,0
1100430,SPRING LAKE PARK P-1   ,0,6,48B,6,1600,0,0,N,O,SPRING LAKE PARK CITY         ,10,C,N,110,0430,02,020430,879,167,749,40,0,0,789,361,372,42,2,8,3,0,5,0,330,362,63,18,6,8,1,3,6,329,401,0,22,22,0,300,425,0,0,0,285,337,129,0,0,0
1100435,SPRING LAKE PARK P-2   ,0,6,48B,6,1600,0,0,N,O,SPRING LAKE PARK CITY         ,10,C,N,110,0435,02,020435,1448,164,1150,65,0,0,1215,501,648,49,2,13,2,0,11,0,474,642,61,28,6,9,4,9,6,472,666,0,38,38,0,392,747,0,0,0,354,666,154,0,0,0
1100440,SPRING LAKE PARK P-3   ,0,6,48B,6,1600,0,0,N,O,SPRING LAKE PARK CITY         ,10,C,N,110,0440,02,020440,1617,240,1333,62,0,0,1395,530,794,46,3,17,4,4,9,0,516,757,81,23,4,2,2,15,6,512,795,0,41,41,0,459,853,0,0,0,403,751,195,0,0,0
0500445,COON RAPIDS W-4 P-2    ,4,6,49A,7,1101,0,0,N,O,COON RAPIDS CITY              ,10,C,N,050,0445,02,020445,1564,244,1316,77,0,0,1393,632,684,63,1,12,4,3,5,0,622,639,95,24,1,8,6,9,6,601,713,0,30,30,0,631,687,0,0,0,703,619,0,0,0,0
0050005,ATLANTA TWP.           ,0,7,02A,5,2200,0,0,N,O,ATLANTA TOWNSHIP              ,7,T,N,005,0005,03,030005,64,10,61,0,0,0,61,26,26,2,0,7,1,0,6,0,30,29,0,0,0,0,0,0,7,9,47,0,4,4,0,23,35,0,0,0,27,30,0,0,0,0
0090010,AUDUBON                ,0,7,09B,4,88900,0,0,N,O,AUDUBON CITY                  ,7,C,N,009,0010,03,030010,222,50,169,6,0,0,175,100,63,3,0,5,1,0,4,0,87,71,7,5,0,2,0,3,7,41,125,0,4,4,0,55,112,0,0,0,66,105,0,0,0,0
0100015,AUDUBON TWP.           ,0,7,09B,4,2200,0,0,N,O,AUDUBON TOWNSHIP              ,7,T,N,010,0015,03,030015,280,33,223,19,0,0,242,138,83,15,1,4,1,0,3,0,130,104,1,6,2,2,0,2,7,64,169,0,5,5,0,92,144,0,0,0,107,131,0,0,0,0
0200020,BURLINGTON TWP.        ,0,7,11A,3,2200,0,0,N,O,BURLINGTON TOWNSHIP           ,7,T,N,020,0020,03,030020,660,116,569,34,0,0,603,385,173,21,0,20,0,1,19,0,344,218,20,9,3,2,0,4,7,183,397,0,6,6,0,284,298,0,0,0,446,155,0,0,0,0
0240025,CALLAWAY               ,0,7,02B,5,2200,0,0,N,O,CALLAWAY CITY                 ,7,C,N,024,0025,03,030025,93,20,72,2,0,0,74,28,34,6,0,4,0,0,4,0,28,38,2,4,0,2,0,2,7,11,56,0,3,3,0,19,52,0,0,0,20,49,0,0,0,0
0250030,CALLAWAY TWP.          ,0,7,02B,5,43500,0,0,N,O,CALLAWAY TOWNSHIP             ,7,T,N,025,0030,03,030030,157,26,138,6,0,0,144,75,54,4,0,8,0,0,8,0,77,59,0,3,2,0,0,1,7,35,99,0,6,6,0,61,80,0,0,0,66,72,0,0,0,0
0350035,CARSONVILLE TWP.       ,0,7,02B,1,30900,0,0,N,O,CARSONVILLE TOWNSHIP          ,7,T,N,035,0035,03,030035,129,19,112,2,0,0,114,62,44,5,0,1,0,0,1,0,48,55,6,2,0,2,0,0,7,28,76,0,5,5,0,33,71,0,0,0,39,68,0,0,0,0
0400040,CORMORANT TWP.         ,0,7,09B,5,54800,0,0,N,O,CORMORANT TOWNSHIP            ,7,T,N,040,0040,03,030040,633,85,507,73,0,0,580,333,213,15,1,11,0,2,8,1,308,248,11,8,2,1,0,5,7,153,399,0,14,14,0,233,328,0,0,0,276,297,0,0,0,0
0450045,CUBA TWP.              ,0,7,02A,5,91400,0,0,N,O,CUBA TOWNSHIP                 ,7,T,N,045,0045,03,030045,134,18,118,2,0,0,120,67,46,2,0,3,0,0,3,0,61,55,2,0,0,0,0,0,7,31,87,0,1,1,0,34,83,0,0,0,44,70,0,0,0,0
0520050,DETROIT TWP.           ,0,7,11A,4,2200,0,0,N,O,DETROIT TOWNSHIP              ,7,T,N,052,0050,03,030050,1260,207,1072,133,0,0,1205,741,400,45,0,12,2,1,9,0,649,490,24,14,2,5,0,7,7,299,860,0,17,17,0,524,624,0,0,0,860,322,0,0,0,0
0550055,DETROIT LAKES W-1 P-1  ,0,7,11A,4,2200,0,0,Y,O,DETROIT LAKES CITY            ,7,C,N,055,0055,03,030055,455,79,341,23,0,0,364,187,144,20,0,9,0,0,8,1,168,161,14,13,5,2,0,6,7,87,260,0,10,10,0,146,207,0,0,0,240,112,0,0,0,0
0550060,DETROIT LAKES W-1 P-2  ,1,7,11A,2,2200,0,0,Y,O,DETROIT LAKES CITY            ,7,C,N,055,0060,03,030060,526,151,479,23,0,0,502,248,223,15,1,12,4,1,7,0,223,234,20,14,2,7,0,5,7,110,370,0,12,12,0,186,299,0,0,0,309,183,0,0,0,0
